variable,description,decade,pos_label,neg_label,pos_pct,n_valid,year_min,year_max,n_years,trend,was_flipped,question,stat_label,category,confidence,review_note,audit_action,audit_problem,audit_problem_detail,audit_reframe,audit_flip_error,audit_flip_note,review_status
xmarsex1,is extramarital sex wrong?,2010s,always wrong,almost always wrong,0.8575,1026,1991,2018,5,,False,What % of Americans surveyed believe extramarital sex is always wrong?,Believe extramarital sex is always wrong,Sex & Relationships,1,,keep_as_is,,,,False,,pending
govcheat,wrong to give govt false info for benefits?,1990s,seriously wrong,wrong,0.5459,2405,1991,1998,2,,False,What % of Americans surveyed think it's seriously wrong to give government false information for benefits?,Think giving false govt info for benefits is seriously wrong,Crime & Law,1,,keep_as_is,,,,False,,pending
godchnge,describe your beliefs about god,1990s,"i believe in god now, and i always have","i believe in god now, but i didn't used to",0.9382,2166,1991,2018,5,,False,What % of Americans surveyed say they have always believed in god?,Always believed in god,Religion,1,,keep_as_is,,,,False,,pending
godchnge,describe your beliefs about god,2000s,"i believe in god now, and i always have","i believe in god now, but i didn't used to",0.9262,1813,1991,2018,5,,False,What % of Americans surveyed say they have always believed in god?,Always believed in god,Religion,1,,keep_as_is,,,,False,,pending
godchnge,describe your beliefs about god,2010s,"i believe in god now, and i always have","i believe in god now, but i didn't used to",0.8702,946,1991,2018,5,,False,What % of Americans surveyed say they have always believed in god?,Always believed in god,Religion,1,,keep_as_is,,,,False,,pending
nihilism,life serves no purpose,1990s,strongly disagree,disagree,0.6243,2203,1991,2018,4,,False,What % of Americans surveyed strongly disagreed that life serves no purpose?,Strongly disagreed life serves no purpose,Religion,1,,keep_as_is,,,,False,,pending
nihilism,life serves no purpose,2000s,strongly disagree,disagree,0.5858,1245,1991,2018,4,,False,What % of Americans surveyed strongly disagreed that life serves no purpose?,Strongly disagreed life serves no purpose,Religion,1,,keep_as_is,,,,False,,pending
nihilism,life serves no purpose,2010s,strongly disagree,disagree,0.6248,1057,1991,2018,4,,False,What % of Americans surveyed strongly disagreed that life serves no purpose?,Strongly disagreed life serves no purpose,Religion,1,,keep_as_is,,,,False,,pending
relexper,turning point in life for religion,1990s,yes,no,0.4657,2531,1991,2010,6,,True,What % of Americans surveyed said religion was a turning point in their life?,Religion was a turning point in life,Religion,1,,keep_as_is,,,,False,,pending
relexper,turning point in life for religion,2000s,yes,no,0.4139,6305,1991,2010,6,,True,What % of Americans surveyed said religion was a turning point in their life?,Religion was a turning point in life,Religion,1,,keep_as_is,,,,False,,pending
relexper,turning point in life for religion,2010s,yes,no,0.4105,2031,1991,2010,6,,True,What % of Americans surveyed said religion was a turning point in their life?,Religion was a turning point in life,Religion,1,,keep_as_is,,,,False,,pending
relscrpt,r has read religious text outside of a service in the past year,2010s,yes,no,0.5745,1163,2018,2018,1,,False,What % of Americans surveyed read religious text outside of a service in the past year?,Read religious text outside of service,Religion,1,,keep_as_is,,,,False,,pending
volwkpol,volunteered political activities past 12 month,1990s,yes 1-2 times,no,0.0645,1183,1998,1998,1,,True,What % of Americans surveyed volunteered for political activities 1-2 times in the past year?,Volunteered for politics 1-2 times yearly,Politics,1,,keep_as_is,,,,False,,pending
reltruth,how much truth in religion,1990s,basic truth many,truth in one,0.8762,1020,1998,2008,2,,False,What % of Americans surveyed believe there is basic truth in many religions?,Believe basic truth in many religions,Religion,1,,keep_as_is,,,,False,,pending
reltruth,how much truth in religion,2000s,basic truth many,truth in one,0.8778,1269,1998,2008,2,,False,What % of Americans surveyed believe there is basic truth in many religions?,Believe basic truth in many religions,Religion,1,,keep_as_is,,,,False,,pending
carright,what your friend has a right to expect from you,1990s,no right,some right,0.8955,1087,1998,1998,1,,False,What % of Americans surveyed say a friend has no right to expect you to tell the police he was following the law after hitting a pedestrian while speeding?,Friend has no right to expect from you,Family,2,Variable name suggests obligation/reciprocity context. Confirm exact question wording from GSS survey.,remove,underspecified,Unclear what specific expectation or obligation context is being asked about.,,False,,edited
relobjct,"for religious reasons r has in home shrine, altar, or religious object on displa",2000s,yes,no,0.4164,1356,2008,2018,2,,True,"What % of Americans surveyed display a shrine, altar, or religious object in their home?","Display home shrine, altar, or religious object",Religion,1,,keep_as_is,,,,False,,pending
relobjct,"for religious reasons r has in home shrine, altar, or religious object on displa",2010s,yes,no,0.4113,1161,2008,2018,2,,True,"What % of Americans surveyed display a shrine, altar, or religious object in their home?","Display home shrine, altar, or religious object",Religion,1,,keep_as_is,,,,False,,pending
comfort,religion helps people to gain comfort in times of trouble and sorrow,2000s,agree,strongly agree,0.5153,1289,2008,2018,2,,False,What % of Americans surveyed agree that religion helps people gain comfort in times of trouble?,Religion helps gain comfort in trouble,Religion,1,,keep_as_is,,,,False,,pending
comfort,religion helps people to gain comfort in times of trouble and sorrow,2010s,agree,strongly agree,0.5483,1086,2008,2018,2,,False,What % of Americans surveyed agree that religion helps people gain comfort in times of trouble?,Religion helps gain comfort in trouble,Religion,1,,keep_as_is,,,,False,,pending
perscrfc,"r made some personal sacrifice as an expression of faith by fasting, giving up a",2000s,yes,no,0.2691,1353,2008,2008,1,,True,What % of Americans surveyed ever made personal sacrifice through fasting or giving up something as an expression of faith?,Made personal sacrifice as expression of faith,Religion,1,,keep_as_is,,,,False,,pending
obeythnk,should chldrn be obedient or think for selves,1990s,to think for themselves,to be obedient,0.6859,4047,1993,1994,2,,False,What % of Americans surveyed believe children should think for themselves?,Children should think for themselves,Family,1,,keep_as_is,,,,False,,pending
grntest2,nuke waste dangerous for thousands of yrs,1990s,probably true,definitely true,0.6233,2432,1993,1994,2,,False,What % of Americans surveyed believe nuclear waste is probably dangerous for thousands of years?,Nuclear waste probably dangerous for millennia,Health,1,,keep_as_is,,,,False,,pending
pubdecid,govt should let peop decide how to protect envir,1990s,gov. make laws,gov. let people decide,0.7633,2299,1993,2010,4,,False,"What % of Americans surveyed believe government should make environmental protection laws, even if it interferes with freedoms (vs. letting ordinary people decide what they want to do)?",Think government should make environmental laws,Politics,1,,reframe,wrong_question_text,Question text contradicts the variable: asks about 'make laws' but variable measures 'let people decide',What % of Americans surveyed believe government should let people decide how to protect the environment?,False,,edited
pubdecid,govt should let peop decide how to protect envir,2000s,gov. make laws,gov. let people decide,0.6606,864,1993,2010,4,,False,"What % of Americans surveyed believe government should make environmental protection laws, even if it interferes with freedoms (vs. letting ordinary people decide what they want to do)?",Think government should make environmental laws,Politics,1,,reframe,wrong_question_text,Question text contradicts the variable: asks about 'make laws' but variable measures 'let people decide',What % of Americans surveyed believe government should let people decide how to protect the environment?,False,,edited
pubdecid,govt should let peop decide how to protect envir,2010s,gov. make laws,gov. let people decide,0.6298,1032,1993,2010,4,,False,"What % of Americans surveyed believe government should make environmental protection laws, even if it interferes with freedoms (vs. letting ordinary people decide what they want to do)?",Think government should make environmental laws,Politics,1,,reframe,wrong_question_text,Question text contradicts the variable: asks about 'make laws' but variable measures 'let people decide',What % of Americans surveyed believe government should let people decide how to protect the environment?,False,,edited
busdecid,govt should let biz decide how to protect envir,1990s,gov. make laws,gov. let busnesses decide,0.9032,2515,1993,2010,4,,False,What % of Americans surveyed believe government should make laws to make businesses protect the environment (vs letting businesses decide what to do)?,Government should make environmental protection laws,Politics,1,,reframe,wrong_question_text,"Question text doesn't match variable: asks about laws, not business decision-making.",What % of Americans surveyed believe government should let businesses decide how to protect the environment?,False,,edited
