"variable","decade","years_asked"
"rvisitor","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"rvisitor","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"rvisitor","2000s","2000, 2002, 2004, 2006, 2008"
"rvisitor","2010s","2010, 2012, 2014, 2016, 2018"
"rvisitor","2020s","2021, 2022"
"visitors","1970s","1975, 1976, 1977, 1978"
"visitors","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"visitors","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"visitors","2000s","2000, 2002, 2004, 2006, 2008"
"visitors","2010s","2010, 2012, 2014, 2016, 2018"
"visitors","2020s","2021, 2022, 2024"
"relhh1","2000s","2000, 2002, 2004, 2006, 2008"
"relhh1","2010s","2010, 2012, 2014, 2016, 2018"
"relhh1","2020s","2021, 2022"
"relsp1","2000s","2000, 2002, 2004, 2006, 2008"
"relsp1","2010s","2010, 2012, 2014, 2016, 2018"
"relsp1","2020s","2021, 2022"
"relsp2","2000s","2000, 2002, 2004, 2006, 2008"
"relsp2","2010s","2010, 2012, 2014, 2016, 2018"
"relsp2","2020s","2021, 2022"
"uswar","1970s","1973, 1975, 1976, 1978"
"uswar","1980s","1982, 1983, 1985"
"uswar","2010s","2010, 2012, 2014, 2016"
"uswary","1970s","1976"
"uswary","1980s","1985, 1986, 1988, 1989"
"uswary","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"uswary","2000s","2000, 2002, 2004, 2006, 2008"
"uswary","2010s","2010, 2012, 2014, 2016, 2018"
"uswary","2020s","2022"
"usintl","1970s","1973, 1975, 1976, 1978"
"usintl","1980s","1982, 1983, 1984, 1985, 1986, 1988, 1989"
"usintl","1990s","1990, 1991, 1993, 1994"
"usintl","2000s","2006"
"usun","1970s","1973, 1975, 1976, 1978"
"usun","1980s","1982, 1983, 1985, 1986, 1988, 1989"
"usun","1990s","1990, 1991, 1993, 1994"
"commun","1970s","1973, 1974, 1976, 1977"
"commun","1980s","1980, 1982, 1984, 1985, 1987, 1988, 1989"
"commun","1990s","1990, 1991, 1993, 1994"
"commun10","1980s","1982"
"russia","1970s","1974, 1975, 1977"
"russia","1980s","1982, 1983, 1985, 1986, 1988, 1989"
"russia","1990s","1990, 1991, 1993, 1994"
"japan","1970s","1974, 1975, 1977"
"japan","1980s","1982, 1983, 1985, 1986, 1988, 1989"
"japan","1990s","1990, 1991, 1993, 1994"
"england","1970s","1974, 1975, 1977"
"england","1980s","1982, 1983, 1985"
"canada","1970s","1974, 1975, 1977"
"canada","1980s","1982, 1983, 1985, 1986, 1988, 1989"
"canada","1990s","1990, 1991, 1993, 1994"
"brazil","1970s","1974, 1975, 1977"
"brazil","1980s","1982, 1983, 1985"
"china","1970s","1974, 1975, 1977"
"china","1980s","1982, 1983, 1985, 1986, 1988, 1989"
"china","1990s","1990, 1991, 1993, 1994"
"israel","1970s","1974, 1975, 1977"
"israel","1980s","1982, 1983, 1985, 1986, 1988, 1989"
"israel","1990s","1990, 1991, 1993, 1994"
"egypt","1970s","1974, 1975, 1977"
"egypt","1980s","1982, 1983, 1985, 1986, 1988, 1989"
"egypt","1990s","1990, 1991, 1993, 1994"
"welfare1","1980s","1986"
"welfare2","1980s","1986"
"welfare3","1980s","1986"
"welfare4","1980s","1986"
"welfare5","1980s","1986"
"welfare6","1980s","1986"
"wkcontct","2010s","2014"
"talkspvs","2010s","2014"
"effctsup","2010s","2014"
"whoelse1","1990s","1994, 1996, 1998"
"whoelse1","2000s","2000, 2002, 2004, 2006, 2008"
"whoelse1","2010s","2010, 2012, 2014, 2016, 2018"
"whoelse1","2020s","2022, 2024"
"whoelse2","1990s","1994, 1996, 1998"
"whoelse2","2000s","2000, 2002, 2004, 2006, 2008"
"whoelse2","2010s","2010, 2012, 2014, 2016, 2018"
"whoelse2","2020s","2022, 2024"
"whoelse3","1990s","1994, 1996, 1998"
"whoelse3","2000s","2000, 2002, 2004, 2006, 2008"
"whoelse3","2010s","2010, 2012, 2014, 2016, 2018"
"whoelse3","2020s","2022, 2024"
"whoelse4","1990s","1994, 1996, 1998"
"whoelse4","2000s","2000, 2002, 2004, 2006, 2008"
"whoelse4","2010s","2010, 2012, 2014, 2016, 2018"
"whoelse4","2020s","2022, 2024"
"whoelse5","1990s","1994, 1996, 1998"
"whoelse5","2000s","2000, 2002, 2004, 2006, 2008"
"whoelse5","2010s","2010, 2012, 2014, 2016, 2018"
"whoelse5","2020s","2022, 2024"
"whoelse6","1990s","1994, 1996, 1998"
"whoelse6","2000s","2000, 2002, 2004, 2006, 2008"
"whoelse6","2010s","2010, 2012, 2014, 2016, 2018"
"whoelse6","2020s","2022, 2024"
"saqissp","1990s","1996, 1998"
"saqissp","2000s","2000, 2002, 2004"
"saqsex","1990s","1996, 1998"
"saqsex","2000s","2000, 2002, 2004, 2006"
"saqgene","2000s","2004"
"feeused","1990s","1998"
"feeused","2000s","2000, 2002, 2004, 2006, 2008"
"feeused","2010s","2010, 2012, 2014, 2016, 2018"
"feeused","2020s","2022, 2024"
"intage","2000s","2004, 2006, 2008"
"intage","2010s","2010, 2012, 2014, 2016, 2018"
"intage","2020s","2024"
"easyget","1990s","1998"
"easyget","2000s","2000"
"intethn","2000s","2004, 2006, 2008"
"intethn","2010s","2010, 2012, 2014, 2016, 2018"
"intethn","2020s","2022, 2024"
"mode","2000s","2004, 2006, 2008"
"mode","2010s","2010, 2012, 2014, 2016, 2018"
"mode","2020s","2021, 2022, 2024"
"intsex","2000s","2004, 2006, 2008"
"intsex","2010s","2010, 2012, 2014, 2016, 2018"
"intsex","2020s","2024"
"intyrs","2000s","2004, 2006, 2008"
"intyrs","2010s","2010, 2012, 2014, 2016, 2018"
"intyrs","2020s","2024"
"consent","2000s","2008"
"consent","2010s","2010, 2012, 2014, 2016, 2018"
"consent","2020s","2021, 2022, 2024"
"adminconsent","2010s","2018"
"adminconsent","2020s","2021, 2022, 2024"
"pilloky","2000s","2008"
"polhitoy","2000s","2008"
"letdie1y","2000s","2008"
"letdie1y","2020s","2021, 2022, 2024"
"death","1970s","1978"
"death","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"death","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"death","2000s","2000, 2002, 2004, 2006, 2008"
"death","2010s","2010"
"ballot","1980s","1988, 1989"
"ballot","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"ballot","2000s","2000, 2002, 2004, 2006, 2008"
"ballot","2010s","2010, 2012, 2014, 2016, 2018"
"ballot","2020s","2021, 2022, 2024"
"version","1990s","1994, 1996, 1998"
"version","2000s","2000, 2002, 2004, 2006, 2008"
"version","2010s","2010, 2012, 2014, 2016, 2018"
"version","2020s","2021, 2022"
"issp","1980s","1985, 1986, 1987, 1988, 1989"
"issp","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"issp","2000s","2000, 2002, 2004, 2006, 2008"
"issp","2010s","2010, 2012, 2014, 2016, 2018"
"issp","2020s","2021, 2022, 2024"
"oversamp","1970s","1972, 1973, 1974, 1975, 1976, 1977, 1978"
"oversamp","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"oversamp","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"oversamp","2000s","2000, 2002, 2004, 2006, 2008"
"oversamp","2010s","2010, 2012, 2014, 2016, 2018"
"oversamp","2020s","2021, 2022, 2024"
"phase","2000s","2004, 2006, 2008"
"phase","2010s","2010, 2012, 2014, 2016, 2018"
"phase","2020s","2022, 2024"
"spanself","2000s","2006, 2008"
"spanself","2010s","2010, 2012, 2014, 2016, 2018"
"spanself","2020s","2021, 2022, 2024"
"spanint","2000s","2006, 2008"
"spanint","2010s","2012, 2014, 2016, 2018"
"spanint","2020s","2021, 2022"
"spaneng","1970s","1972, 1973, 1974, 1975, 1976, 1977, 1978"
"spaneng","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"spaneng","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"spaneng","2000s","2000, 2002, 2004, 2006, 2008"
"spaneng","2010s","2010, 2012, 2014, 2016, 2018"
"spaneng","2020s","2021, 2022, 2024"
"res2006","2000s","2008"
"res2006","2010s","2010"
"res2008","2010s","2010, 2012"
"res2010","2010s","2012, 2014"
"res2012","2010s","2014"
"cshutyp06","2000s","2008"
"cshutyp06","2010s","2010"
"cshutyp08","2010s","2010, 2012"
"cshutyp10","2010s","2012, 2014"
"cshutyp12","2010s","2014"
"hlthstrt","2010s","2016, 2018"
"hlthstrt","2020s","2022, 2024"
"huadd","2010s","2016, 2018"
"huadd","2020s","2022"
"dwellpre","2010s","2016, 2018"
"dwellpre","2020s","2022"
"kidsinhh","2010s","2016, 2018"
"kidsinhh","2020s","2022, 2024"
"respond","2010s","2016, 2018"
"respond","2020s","2022, 2024"
"incuspop","2010s","2016, 2018"
"incuspop","2020s","2022, 2024"
"neisafe","2010s","2016, 2018"
"neisafe","2020s","2022, 2024"
"rlooks","2010s","2016, 2018"
"rlooks","2020s","2022, 2024"
"rgroomed","2010s","2016, 2018"
"rgroomed","2020s","2022, 2024"
"rweight","2010s","2016, 2018"
"rhlthend","2010s","2016, 2018"
"rhlthend","2020s","2022, 2024"
"famdif16y","2020s","2021, 2022, 2024"
"pawrkslf2","2020s","2021, 2022, 2024"
"pawrkslffam","2020s","2021, 2022, 2024"
"mawrkslf2","2020s","2021, 2022, 2024"
"mawrkslffam","2020s","2021, 2022, 2024"
"ethworld1","2020s","2021, 2022, 2024"
"ethworld2","2020s","2021, 2022, 2024"
"ethworld3","2020s","2021, 2022, 2024"
"ethworld4","2020s","2021, 2022, 2024"
"ethworld5","2020s","2021, 2022, 2024"
"ethworld6","2020s","2021, 2022, 2024"
"ethworld7","2020s","2021, 2022, 2024"
"ethworld8","2020s","2021, 2022, 2024"
"ethworld9","2020s","2021, 2022, 2024"
"ethregion1","2020s","2021, 2022"
"ethregion2","2020s","2021, 2022"
"ethregion3","2020s","2021, 2022"
"ethregion4","2020s","2021, 2022"
"ethregion5","2020s","2021, 2022"
"ethregion6","2020s","2021, 2022"
"ethregion7","2020s","2021, 2022"
"ethregion8","2020s","2021, 2022"
"ethregion9","2020s","2021, 2022"
"ethregion10","2020s","2021, 2022"
"ethregion11","2020s","2021, 2022"
"ethregion12","2020s","2021, 2022"
"ethregion13","2020s","2021, 2022"
"ethregion14","2020s","2021, 2022"
"ethregion15","2020s","2021, 2022"
"ethregion16","2020s","2021, 2022"
"ethregion17","2020s","2021, 2022"
"ethregion18","2020s","2021, 2022"
"ethregion19","2020s","2021, 2022"
"ethregion20","2020s","2021, 2022"
"ethregion21","2020s","2021, 2022"
"ethregion22","2020s","2021, 2022"
"ethregion23","2020s","2021, 2022"
"ethregion24","2020s","2021, 2022"
"ethregion25","2020s","2021, 2022"
"ethregion26","2020s","2021, 2022"
"ethregion27","2020s","2021, 2022"
"ethregion28","2020s","2021, 2022"
"ethregion29","2020s","2021, 2022"
"ethregion30","2020s","2021, 2022"
"ethregion31","2020s","2021, 2022"
"ethregion32","2020s","2021, 2022"
"ethregion33","2020s","2021, 2022"
"ethregion34","2020s","2021, 2022"
"ethregion35","2020s","2021, 2022"
"ethregion36","2020s","2021, 2022"
"ethregion37","2020s","2021, 2022"
"ethregion38","2020s","2021, 2022"
"ethregion39","2020s","2021, 2022"
"ethregion40","2020s","2021, 2022"
"ethregion41","2020s","2021, 2022"
"ethregion42","2020s","2021, 2022"
"ethregion43","2020s","2021, 2022"
"ethregion44","2020s","2021, 2022"
"ethregion45","2020s","2021, 2022"
"ethregion46","2020s","2021, 2022"
"ethregion47","2020s","2021, 2022"
"ethregion48","2020s","2021, 2022"
"ethregion49","2020s","2021, 2022"
"ethregion50","2020s","2021, 2022"
"ethregion51","2020s","2021, 2022"
"ethregion52","2020s","2021, 2022"
"ethregion53","2020s","2021, 2022"
"ethregion54","2020s","2021, 2022"
"ethregion55","2020s","2021, 2022"
"ethregion56","2020s","2021, 2022"
"ethregion57","2020s","2021, 2022"
"ethregion58","2020s","2021, 2022"
"ethregion59","2020s","2021, 2022"
"ethregion60","2020s","2021, 2022"
"ethregion61","2020s","2021, 2022"
"ethregion62","2020s","2021, 2022"
"ethregion63","2020s","2021, 2022"
"ethregion64","2020s","2021, 2022"
"ethregion65","2020s","2021, 2022"
"ethregion66","2020s","2021, 2022"
"ethregion67","2020s","2021, 2022"
"ethregion68","2020s","2021, 2022"
"ethregion69","2020s","2021, 2022"
"ethregion70","2020s","2021, 2022"
"ethregion71","2020s","2021, 2022"
"ethregion72","2020s","2021, 2022"
"ethregion73","2020s","2021, 2022"
"ethregion74","2020s","2021, 2022"
"ethregion75","2020s","2021, 2022"
"ethregion76","2020s","2021, 2022"
"ethregion77","2020s","2021, 2022"
"ethregion78","2020s","2021, 2022"
"ethregion79","2020s","2021, 2022"
"ethregion80","2020s","2021, 2022"
"ethregion81","2020s","2021, 2022"
"ethregion82","2020s","2021, 2022"
"ethregion83","2020s","2021, 2022"
"ethregion84","2020s","2021, 2022"
"ethregion85","2020s","2021, 2022"
"ethregion86","2020s","2021, 2022"
"ethregion87","2020s","2021, 2022"
"ethregion88","2020s","2021, 2022"
"ethregion89","2020s","2021, 2022"
"ethregion90","2020s","2021, 2022"
"ethregion91","2020s","2021, 2022"
"ethregion92","2020s","2021, 2022"
"ethregion93","2020s","2021, 2022"
"ethregion94","2020s","2021, 2022"
"ethregion95","2020s","2021, 2022"
"wrkgovt1","2020s","2021, 2022, 2024"
"wrkgovt2","2020s","2021, 2022, 2024"
"spkathy","2020s","2021, 2022, 2024"
"libathy","2020s","2021, 2022, 2024"
"spkracy","2020s","2021, 2022, 2024"
"libracy","2020s","2021, 2022, 2024"
"spkcomy","2020s","2021, 2022, 2024"
"colcomy","2020s","2021, 2022, 2024"
"libcomy","2020s","2021, 2022, 2024"
"spkmily","2020s","2021"
"libmily","2020s","2021"
"spkhomoy","2020s","2021"
"libhomoy","2020s","2021"
"spkmslmy","2020s","2021, 2022, 2024"
"libmslmy","2020s","2021, 2022, 2024"
"polhitoky","2020s","2021, 2022, 2024"
"polabusey","2020s","2021, 2022, 2024"
"polattaky","2020s","2021, 2022, 2024"
"raceacs1","2020s","2021, 2022, 2024"
"raceacs2","2020s","2021, 2022, 2024"
"raceacs3","2020s","2021, 2022, 2024"
"raceacs4","2020s","2021, 2022, 2024"
"raceacs5","2020s","2021, 2022, 2024"
"raceacs6","2020s","2021, 2022, 2024"
"raceacs7","2020s","2021, 2022, 2024"
"raceacs8","2020s","2021, 2022, 2024"
"raceacs9","2020s","2021, 2022, 2024"
"raceacs10","2020s","2021, 2022, 2024"
"raceacs11","2020s","2021, 2022"
"raceacs12","2020s","2021, 2022"
"raceacs13","2020s","2021, 2022"
"raceacs14","1970s","1972, 1973, 1974, 1975, 1976, 1977, 1978"
"raceacs14","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"raceacs14","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"raceacs14","2000s","2000, 2002, 2004, 2006, 2008"
"raceacs14","2010s","2010, 2012, 2014, 2016, 2018"
"raceacs14","2020s","2021, 2022, 2024"
"raceacs15","2020s","2021, 2022, 2024"
"raceacs16","2020s","2021, 2022, 2024"
"abdefectg","2020s","2021, 2022, 2024"
"abnomoreg","2020s","2021, 2022, 2024"
"abhlthg","2020s","2021, 2022, 2024"
"abpoorg","2020s","2021, 2022, 2024"
"abrapeg","2020s","2021, 2022, 2024"
"absingleg","2020s","2021, 2022, 2024"
"suicide1g","2020s","2021, 2022, 2024"
"suicide2g","2020s","2021, 2022, 2024"
"suicide3g","2020s","2021, 2022"
"suicide4g","2020s","2021, 2022, 2024"
"maborn","2020s","2021, 2022, 2024"
"paborn","2020s","2021, 2022, 2024"
"sexbirth1","2020s","2021, 2022, 2024"
"sexnow1","2020s","2021, 2022"
"goveqinc1","2020s","2021"
"immlimit","2020s","2021"
"clmtcaus","2020s","2021"
"naturdev","2020s","2021"
"indusgen1","2020s","2021"
"chemgen1","2020s","2021"
"watergen1","2020s","2021"
"genegen1","2020s","2021"
"nukegen1","2020s","2021"
"enjoynat","2020s","2021"
"activnat","2020s","2021"
"eatmeat","2020s","2021"
"airpollu","2020s","2021"
"wtrpollu","2020s","2021"
"exweathr","2020s","2021"
"opbribes","2020s","2021"
"mkt1","2020s","2021"
"respineq","2020s","2021"
"govineq1","2020s","2021"
"govineq2","2020s","2021"
"migrpoor","2020s","2021"
"conimm","2020s","2021"
"rank1","2020s","2021"
"rank16","2020s","2021"
"rank10fut","2020s","2021"
"fairdist","2020s","2021"
"contpoor","2020s","2021"
"contrich","2020s","2021"
"endsme12","2020s","2021"
"skipmeal","2020s","2021"
"class1","2020s","2021"
"norelgsp","2020s","2021, 2024"
"evangclx","2020s","2021"
"evangcly","2020s","2021"
"religimp","2020s","2021"
"relidimp","2020s","2021"
"relidesc","2020s","2021"
"relidwe","2020s","2021"
"relidins","2020s","2021"
"biblauth","2020s","2021"
"evngelze","2020s","2021"
"sinsacri","2020s","2021"
"chrstsav","2020s","2021"
"sprtconnct","2020s","2021"
"sprtlrgr","2020s","2021"
"sprtpurp","2020s","2021"
"mditate1","2020s","2021"
"grtwrks","2020s","2021"
"freemind","2020s","2021"
"decevidc","2020s","2021"
"advfmsci","2020s","2021"
"prochoic","2020s","2021"
"prolife","2020s","2021"
"godusa","2020s","2021"
"govchrst","2020s","2021"
"buseqinc","2020s","2021"
"trdunio1","2020s","2021"
"boardrep","2020s","2021"
"upwages","2020s","2021"
"limitpay","2020s","2021"
"govfnanc","2020s","2021"
"dclindus","2020s","2021"
"govfnaid","2020s","2021"
"hivafraid","2020s","2021, 2022, 2024"
"hivimmrl","2020s","2021, 2022, 2024"
"hivdscrm","2020s","2021, 2022, 2024"
"ptnrornt","2020s","2021, 2022, 2024"
"ptnrsxbrth","2020s","2021, 2022, 2024"
"ptnrsxnow","2020s","2021, 2022"
"poltrtblk","2020s","2021"
"poltrthsp","2020s","2021"
"defund","2020s","2021"
"strvbias","2020s","2021"
"strvbiasy","2020s","2021"
"racesurv17","2020s","2021"
"conpharvac","2020s","2021"
"conpharvacy","2020s","2021, 2022"
"confedvac","2020s","2021"
"confedvacy","2020s","2021, 2022"
"uswaryv","2020s","2021, 2022"
"prayerv","2020s","2021, 2022, 2024"
"courtsv","2020s","2021, 2022, 2024"
"discaffwv","2020s","2021, 2022, 2024"
"racopenv","2020s","2021, 2022"
"getaheadv","2020s","2021, 2022, 2024"
"divlawv","2020s","2021, 2022, 2024"
"helpfulv","2020s","2021, 2022, 2024"
"fairv","2020s","2021, 2022, 2024"
"trustv","2020s","2021, 2022, 2024"
"agedv","2020s","2021, 2022"
"grassv","2020s","2021, 2022, 2024"
"relitenv","2020s","2021, 2022, 2024"
"biblev","2020s","2021, 2022, 2024"
"postlifev","2020s","2021, 2022, 2024"
"kidssolv","2020s","2021, 2022, 2024"
"fepolv","2020s","2021, 2022, 2024"
"uswarynv","2020s","2021, 2022"
"prayernv","2020s","2021, 2022, 2024"
"courtsnv","2020s","2021, 2022, 2024"
"discaffwnv","2020s","2021, 2022, 2024"
"racopennv","2020s","2021, 2022, 2024"
"getaheadnv","2020s","2021, 2022, 2024"
"divlawnv","2020s","2021, 2022, 2024"
"helpfulnv","2020s","2021, 2022, 2024"
"fairnv","2020s","2021, 2022, 2024"
"trustnv","2020s","2021, 2022, 2024"
"agednv","2020s","2021, 2022"
"grassnv","2020s","2021, 2022, 2024"
"relitennv","2020s","2021, 2022, 2024"
"biblenv","2020s","2021, 2022, 2024"
"postlifenv","2020s","2021, 2022, 2024"
"kidssolnv","2020s","2021, 2022, 2024"
"fepolnv","2020s","2021, 2022, 2024"
"scibnftsv","2020s","2021"
"abanyg","2020s","2021, 2022, 2024"
"fileversion","1970s","1972, 1973, 1974, 1975, 1976, 1977, 1978"
"fileversion","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"fileversion","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"fileversion","2000s","2000, 2002, 2004, 2006, 2008"
"fileversion","2010s","2010, 2012, 2014, 2016, 2018"
"fileversion","2020s","2021, 2022, 2024"
"vietdraft","1970s","1978"
"vietdraft","1980s","1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989"
"vietdraft","1990s","1990, 1991, 1993, 1994, 1996, 1998"
"vietdraft","2000s","2000, 2002, 2004, 2006, 2008"
"vietdraft","2010s","2010, 2012, 2014, 2016, 2018"
"vietdraft","2020s","2021"
"spwrkslf2","2010s","2018"
"spwrkslf2","2020s","2021, 2022, 2024"
"spwrkslffam","2010s","2018"
"spwrkslffam","2020s","2021, 2022, 2024"
"childsinhh","2020s","2021, 2022, 2024"
"adultsinhh","2020s","2021, 2022, 2024"
"whatsp2","2020s","2021, 2022, 2024"
"cowksup","2010s","2018"
"cowksup","2020s","2021, 2022, 2024"
"whatco2","2020s","2021, 2022, 2024"
"whatpa2","2020s","2022, 2024"
"whatma2","2020s","2022, 2024"
"whatslf2","2020s","2022, 2024"
"adoptus","2020s","2022, 2024"
"immfate","2020s","2022, 2024"
"letinhsp1","2020s","2022"
"letinasn1","2020s","2022"
"xmoviey","2020s","2022, 2024"
"vote20","2020s","2022, 2024"
"pres20","2020s","2022, 2024"
"if20who","2020s","2022, 2024"
"wordk","2020s","2022, 2024"
"wordl","2020s","2022, 2024"
"wordn","2020s","2022, 2024"
"fechld2","2020s","2022"
"fepresch2","2020s","2022"
"rspgndr","2020s","2022"
"prntlk","2020s","2022"
"prntfnce","2020s","2022"
"prntcre","2020s","2022"
"prntply","2020s","2022"
"prntbhav","2020s","2022"
"prntadvs","2020s","2022"
"prntmdl","2020s","2022"
"orginc","2020s","2022"
"plan1","2020s","2022"
"sharehhw","2020s","2022"
"clsrltv","2020s","2022"
"rsprltv1","2020s","2022"
"rsprltv2","2020s","2022"
"eldfnce","2020s","2022"
"rlyrltv","2020s","2022"
"frndfam","2020s","2022"
"cabgndr","2020s","2022"
"univgndr","2020s","2022"
"execgndr","2020s","2022"
"yrfnce","2020s","2022"
"conhlth","2020s","2022"
"hlthbtr","2020s","2022"
"hlthmore","2020s","2022"
"hlthgov","2020s","2022"
"hlthinf","2020s","2022"
"hlthtax","2020s","2022"
"hlthctzn","2020s","2022"
"hlthdmg","2020s","2022"
"hlthacc1","2020s","2022"
"hlthacc2","2020s","2022"
"hlthacc3","2020s","2022"
"hlthacc4","2020s","2022"
"hlthbeh","2020s","2022"
"hlthenv","2020s","2022"
"hlthgene","2020s","2022"
"hlthpoor","2020s","2022"
"altmed","2020s","2022"
"doctrst","2020s","2022"
"docskls","2020s","2022"
"docearn","2020s","2022"
"hlthweb","2020s","2022"
"hlthwblif","2020s","2022"
"hlthwbanx","2020s","2022"
"hlthwbvax","2020s","2022"
"webhltbeh","2020s","2022"
"webdocexp","2020s","2022"
"websympt","2020s","2022"
"webdradv","2020s","2022"
"webrely","2020s","2022"
"vaxdoharm","2020s","2022"
"immunbetr","2020s","2022"
"hlthprb","2020s","2022"
"hlthpain","2020s","2022"
"hlthdep","2020s","2022"
"hlthconf","2020s","2022"
"hlthnot","2020s","2022"
"docvst","2020s","2022"
"docalt","2020s","2022"
"medpay","2020s","2022"
"medcommt","2020s","2022"
"medwtlst","2020s","2022"
"medbest","2020s","2022"
"hlthsat","2020s","2022"
"docsat1","2020s","2022"
"altsat","2020s","2022"
"smokeday","2020s","2022"
"drinkday1","2020s","2022"
"physact","2020s","2022"
"frtvegs","2020s","2022"
"disblty","2020s","2022"
"shutbus","2020s","2022"
"stayhome","2020s","2022"
"mobilsurv","2020s","2022"
"reqmasks","2020s","2022"
"bangather","2020s","2022"
"perfrt","2020s","2022"
"knowschd1","2020s","2022"
"wrkmeangfl","2020s","2022"
"strmgtsup","2020s","2022"
"psysamephys","2020s","2022"
"allorglevel","2020s","2022"
"feelnerv","2020s","2022"
"worry","2020s","2022"
"feeldown","2020s","2022"
"nointerest","2020s","2022"
"svyenjoy","2020s","2022, 2024"
"svyid1","2020s","2022, 2024"
"svyid2","2020s","2022, 2024"
"yrlvmus","2020s","2022"
"yrartxbt","2020s","2022"
"yrmovie","2020s","2022"
"artsout","2020s","2022"
"yrcreat","2020s","2022"
"yrrdg","2020s","2022"
"yrtour","2020s","2022"
"yrstmus","2020s","2022"
"yrarmus","2020s","2022"
"yrstpo","2020s","2022"
"yrarpo","2020s","2022"
"yrclass","2020s","2022"
"yrpod","2020s","2022"
"cvdlvmus","2020s","2022"
